"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc"
"39821",7,"numerals-yuet1238-1-seven-1","numerals-yuet1238-1","Chan2019","seven",7,"tsʰit1","tshit1",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"39822",8,"numerals-yuet1238-1-eight-1","numerals-yuet1238-1","Chan2019","eight",8,"pat2","pat2",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"39823",9,"numerals-yuet1238-1-nine-1","numerals-yuet1238-1","Chan2019","nine",9,"kiu31","kiu31",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"39824",10,"numerals-yuet1238-1-ten-1","numerals-yuet1238-1","Chan2019","ten",10,"sep5","sep5",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"39825",11,"numerals-yuet1238-1-eleven-1","numerals-yuet1238-1","Chan2019","eleven",11,"sep5it1","sep5it1",NA,"false","10[+]1",NA,NA,"RE-GLOSSED","10[+]1","10+1","10+1"
"39826",12,"numerals-yuet1238-1-twelve-1","numerals-yuet1238-1","Chan2019","twelve",12,"sep5ŋi53","sep5ngi53",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"39827",13,"numerals-yuet1238-1-thirteen-1","numerals-yuet1238-1","Chan2019","thirteen",13,"sep5sam44","sep5sam44",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"39828",14,"numerals-yuet1238-1-fourteen-1","numerals-yuet1238-1","Chan2019","fourteen",14,"sep5si53","sep5si53",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"39829",15,"numerals-yuet1238-1-fifteen-1","numerals-yuet1238-1","Chan2019","fifteen",15,"sep5ŋ31","sep5ng31",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"39830",16,"numerals-yuet1238-1-sixteen-1","numerals-yuet1238-1","Chan2019","sixteen",16,"sep5liuk1","sep5liuk1",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"39831",17,"numerals-yuet1238-1-seventeen-1","numerals-yuet1238-1","Chan2019","seventeen",17,"sep5tsʰit2","sep5tshit2",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"39832",18,"numerals-yuet1238-1-eighteen-1","numerals-yuet1238-1","Chan2019","eighteen",18,"sep5 pat2","sep5pat2",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"39833",19,"numerals-yuet1238-1-nineteen-1","numerals-yuet1238-1","Chan2019","nineteen",19,"sep5kiu21","sep5kiu21",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"39834",20,"numerals-yuet1238-1-twenty-1","numerals-yuet1238-1","Chan2019","twenty",20,"ŋi53sep5","ngi53sep5",NA,"false","2[⋅]10",NA,NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"39835",21,"numerals-yuet1238-1-twentyone-1","numerals-yuet1238-1","Chan2019","twentyone",21,"ŋi53 sep5 it1","ngi53sep5it1",NA,"false","(2[⋅]10)[+]1",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"39836",22,"numerals-yuet1238-1-twentytwo-1","numerals-yuet1238-1","Chan2019","twentytwo",22,"ŋi53 sep5 ŋi53","ngi53sep5ngi53",NA,"false","(2[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"39837",23,"numerals-yuet1238-1-twentythree-1","numerals-yuet1238-1","Chan2019","twentythree",23,"ŋi53 sep5 sam44","ngi53sep5sam44",NA,"false","(2[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"39838",24,"numerals-yuet1238-1-twentyfour-1","numerals-yuet1238-1","Chan2019","twentyfour",24,"ŋi53 sep5 si53","ngi53sep5si53",NA,"false","(2[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"39839",25,"numerals-yuet1238-1-twentyfive-1","numerals-yuet1238-1","Chan2019","twentyfive",25,"ŋi53 sep5 ŋu31","ngi53sep5ngu31",NA,"false","(2[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"39840",26,"numerals-yuet1238-1-twentysix-1","numerals-yuet1238-1","Chan2019","twentysix",26,"ŋi53 sep5 liuk1","ngi53sep5liuk1",NA,"false","(2[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"39841",27,"numerals-yuet1238-1-twentyseven-1","numerals-yuet1238-1","Chan2019","twentyseven",27,"ŋi53 sep5 tsʰit1","ngi53sep5tshit1",NA,"false","(2[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"39842",28,"numerals-yuet1238-1-twentyeight-1","numerals-yuet1238-1","Chan2019","twentyeight",28,"ŋi53 sep5 pat2","ngi53sep5pat2",NA,"false","(2[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"39843",29,"numerals-yuet1238-1-twentynine-1","numerals-yuet1238-1","Chan2019","twentynine",29,"ŋi53 sep5 kiu31","ngi53sep5kiu31",NA,"false","(2[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"39844",30,"numerals-yuet1238-1-thirty-1","numerals-yuet1238-1","Chan2019","thirty",30,"sam44 sep5","sam44sep5",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"39845",31,"numerals-yuet1238-1-forty-1","numerals-yuet1238-1","Chan2019","forty",40,"si53 sep5","si53sep5",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"39846",32,"numerals-yuet1238-1-fifty-1","numerals-yuet1238-1","Chan2019","fifty",50,"ŋ31 sep5","ng31sep5",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"39847",33,"numerals-yuet1238-1-sixty-1","numerals-yuet1238-1","Chan2019","sixty",60,"liuk1 sep5","liuk1sep5",NA,"false","6[⋅]10",NA,NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"39848",34,"numerals-yuet1238-1-seventy-1","numerals-yuet1238-1","Chan2019","seventy",70,"tsʰit1 sep5","tshit1sep5",NA,"false","7[⋅]10",NA,NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"39849",35,"numerals-yuet1238-1-eighty-1","numerals-yuet1238-1","Chan2019","eighty",80,"pat2sep5","pat2sep5",NA,"false","8[⋅]10",NA,NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"39850",36,"numerals-yuet1238-1-ninety-1","numerals-yuet1238-1","Chan2019","ninety",90,"kiu31 sep5","kiu31sep5",NA,"false","9[⋅]10",NA,NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"39851",37,"numerals-yuet1238-1-hundred-1","numerals-yuet1238-1","Chan2019","hundred",100,"it1pak1","it1pak1",NA,"false","1[⋅]100",NA,NA,"RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"39852",38,"numerals-yuet1238-1-twohundred-1","numerals-yuet1238-1","Chan2019","twohundred",200,"liɔŋ31pak1","liong31pak1",NA,"false","2′⋅100",NA,NA,"RE-GLOSSED","2′⋅100","2⋅100","abs(2*100)"
"39853",39,"numerals-yuet1238-1-thousand-1","numerals-yuet1238-1","Chan2019","thousand",1000,"it1 tsʰien44","it1tshien44",NA,"false","1[⋅]1000",NA,NA,"RE-GLOSSED","1[⋅]1000","1⋅1000","abs(1*1000)"
"39854",40,"numerals-yuet1238-1-twothousand-1","numerals-yuet1238-1","Chan2019","twothousand",2000,"liɔŋ31 tsʰien44","liong31tshien44",NA,"false","2′⋅1000",NA,NA,"RE-GLOSSED","2′⋅1000","2⋅1000","abs(2*1000)"
"39855",1,"numerals-shex1234-1-one-1","numerals-shex1234-1","Chan2019","one",1,"iʔ21","i21",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"39856",2,"numerals-shex1234-1-two-1","numerals-shex1234-1","Chan2019","two",2,"ɛ33","e33",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"39857",3,"numerals-shex1234-1-three-1","numerals-shex1234-1","Chan2019","three",3,"sɛ31","se31",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"39858",4,"numerals-shex1234-1-four-1","numerals-shex1234-1","Chan2019","four",4,"sɿ313","sr313",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"39859",5,"numerals-shex1234-1-five-1","numerals-shex1234-1","Chan2019","five",5,"u35","u35",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"39860",6,"numerals-shex1234-1-six-1","numerals-shex1234-1","Chan2019","six",6,"lo33","lo33",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"39861",7,"numerals-shex1234-1-seven-1","numerals-shex1234-1","Chan2019","seven",7,"tsʰiʔ21","tshi21",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"39862",8,"numerals-shex1234-1-eight-1","numerals-shex1234-1","Chan2019","eight",8,"paʔ21","pa21",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"39863",9,"numerals-shex1234-1-nine-1","numerals-shex1234-1","Chan2019","nine",9,"tɕio35","tcio35",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"39864",10,"numerals-shex1234-1-ten-1","numerals-shex1234-1","Chan2019","ten",10,"ɕi33","ci33",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"39865",11,"numerals-shex1234-1-eleven-1","numerals-shex1234-1","Chan2019","eleven",11,"ɕi33iʔ21","ci33i21",NA,"false","10[+]1",NA,NA,"RE-GLOSSED","10[+]1","10+1","10+1"
"39866",12,"numerals-shex1234-1-twelve-1","numerals-shex1234-1","Chan2019","twelve",12,"ɕi33ɛ33","ci33e33",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"39867",13,"numerals-shex1234-1-thirteen-1","numerals-shex1234-1","Chan2019","thirteen",13,"ɕi33sɛ31","ci33se31",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"39868",14,"numerals-shex1234-1-fourteen-1","numerals-shex1234-1","Chan2019","fourteen",14,"ɕi33sɿ313","ci33sr313",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"39869",15,"numerals-shex1234-1-fifteen-1","numerals-shex1234-1","Chan2019","fifteen",15,"ɕi33u35","ci33u35",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"39870",16,"numerals-shex1234-1-sixteen-1","numerals-shex1234-1","Chan2019","sixteen",16,"ɕi33lo33","ci33lo33",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"39871",17,"numerals-shex1234-1-seventeen-1","numerals-shex1234-1","Chan2019","seventeen",17,"ɕi33tsʰiʔ21","ci33tshi21",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"39872",18,"numerals-shex1234-1-eighteen-1","numerals-shex1234-1","Chan2019","eighteen",18,"ɕi33paʔ21","ci33pa21",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"39873",19,"numerals-shex1234-1-nineteen-1","numerals-shex1234-1","Chan2019","nineteen",19,"ɕi33tɕio35","ci33tcio35",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"39874",20,"numerals-shex1234-1-twenty-1","numerals-shex1234-1","Chan2019","twenty",20,"ɛ33ɕi33","e33ci33",NA,"false","2[⋅]10",NA,NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"39875",21,"numerals-shex1234-1-twentyone-1","numerals-shex1234-1","Chan2019","twentyone",21,"ɛ33 ɕi33iʔ21","e33ci33i21",NA,"false","(2[⋅]10)[+]1",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"39876",22,"numerals-shex1234-1-twentytwo-1","numerals-shex1234-1","Chan2019","twentytwo",22,"ɛ33 ɕi33ɛ33","e33ci33e33",NA,"false","(2[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"39877",23,"numerals-shex1234-1-twentythree-1","numerals-shex1234-1","Chan2019","twentythree",23,"ɛ33 ɕi33sɛ31","e33ci33se31",NA,"false","(2[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"39878",24,"numerals-shex1234-1-twentyfour-1","numerals-shex1234-1","Chan2019","twentyfour",24,"ɛ33 ɕi33sɿ313","e33ci33sr313",NA,"false","(2[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"39879",25,"numerals-shex1234-1-twentyfive-1","numerals-shex1234-1","Chan2019","twentyfive",25,"ɛ33 ɕi33u35","e33ci33u35",NA,"false","(2[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"39880",26,"numerals-shex1234-1-twentysix-1","numerals-shex1234-1","Chan2019","twentysix",26,"ɛ33 ɕi33lo33","e33ci33lo33",NA,"false","(2[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"39881",27,"numerals-shex1234-1-twentyseven-1","numerals-shex1234-1","Chan2019","twentyseven",27,"ɛ33 ɕi33tsʰiʔ21","e33ci33tshi21",NA,"false","(2[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"39882",28,"numerals-shex1234-1-twentyeight-1","numerals-shex1234-1","Chan2019","twentyeight",28,"ɛ33 ɕi33paʔ21","e33ci33pa21",NA,"false","(2[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"39883",29,"numerals-shex1234-1-twentynine-1","numerals-shex1234-1","Chan2019","twentynine",29,"ɛ33 ɕi33tɕio35","e33ci33tcio35",NA,"false","(2[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"39884",30,"numerals-shex1234-1-thirty-1","numerals-shex1234-1","Chan2019","thirty",30,"sɛ31 ɕi33","se31ci33",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"39885",31,"numerals-shex1234-1-forty-1","numerals-shex1234-1","Chan2019","forty",40,"sɿ313 ɕi33","sr313ci33",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"39886",32,"numerals-shex1234-1-fifty-1","numerals-shex1234-1","Chan2019","fifty",50,"u35 ɕi33","u35ci33",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"39887",33,"numerals-shex1234-1-sixty-1","numerals-shex1234-1","Chan2019","sixty",60,"lo33 ɕi33","lo33ci33",NA,"false","6[⋅]10",NA,NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"39888",34,"numerals-shex1234-1-seventy-1","numerals-shex1234-1","Chan2019","seventy",70,"tsʰiʔ21 ɕi33","tshi21ci33",NA,"false","7[⋅]10",NA,NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"39889",35,"numerals-shex1234-1-eighty-1","numerals-shex1234-1","Chan2019","eighty",80,"paʔ21 ɕi33","pa21ci33",NA,"false","8[⋅]10",NA,NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"39890",36,"numerals-shex1234-1-ninety-1","numerals-shex1234-1","Chan2019","ninety",90,"tɕio35 ɕi33","tcio35ci33",NA,"false","9[⋅]10",NA,NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"39891",37,"numerals-shex1234-1-hundred-1","numerals-shex1234-1","Chan2019","hundred",100,"iʔ21pɛʔ21","i21pe21",NA,"false","1[⋅]100",NA,NA,"RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"39892",38,"numerals-shex1234-1-twohundred-1","numerals-shex1234-1","Chan2019","twohundred",200,"lia35pɛʔ21","lia35pe21",NA,"false","2′[⋅]100",NA,NA,"RE-GLOSSED","2′[⋅]100","2⋅100","abs(2*100)"
"39893",39,"numerals-shex1234-1-thousand-1","numerals-shex1234-1","Chan2019","thousand",1000,"iʔ21 tsʰe44","i21tshe44",NA,"false","1[⋅]1000",NA,NA,"RE-GLOSSED","1[⋅]1000","1⋅1000","abs(1*1000)"
"39894",40,"numerals-shex1234-1-twothousand-1","numerals-shex1234-1","Chan2019","twothousand",2000,"lia35 tsʰe44","lia35tshe44",NA,"false","2′[⋅]1000",NA,NA,"RE-GLOSSED","2′[⋅]1000","2⋅1000","abs(2*1000)"
"39895",1,"numerals-wuyu1234-1-one-1","numerals-wuyu1234-1","Chan2019","one",1,"i55","i55",NA,"false","1",NA,NA,"RE-GLOSSED","1","1","1"
"39896",2,"numerals-wuyu1234-1-two-1","numerals-wuyu1234-1","Chan2019","two",2,"ə55","a55",NA,"false","2",NA,NA,"RE-GLOSSED","2","2","2"
"39897",3,"numerals-wuyu1234-1-three-1","numerals-wuyu1234-1","Chan2019","three",3,"sã33","sa33",NA,"false","3",NA,NA,"RE-GLOSSED","3","3","3"
"39898",4,"numerals-wuyu1234-1-four-1","numerals-wuyu1234-1","Chan2019","four",4,"sɿ24","sr24",NA,"false","4",NA,NA,"RE-GLOSSED","4","4","4"
"39899",5,"numerals-wuyu1234-1-five-1","numerals-wuyu1234-1","Chan2019","five",5,"u3","u3",NA,"false","5",NA,NA,"RE-GLOSSED","5","5","5"
"39900",6,"numerals-wuyu1234-1-six-1","numerals-wuyu1234-1","Chan2019","six",6,"læ55","lae55",NA,"false","6",NA,NA,"RE-GLOSSED","6","6","6"
"39901",7,"numerals-wuyu1234-1-seven-1","numerals-wuyu1234-1","Chan2019","seven",7,"tsʰi55","tshi55",NA,"false","7",NA,NA,"RE-GLOSSED","7","7","7"
"39902",8,"numerals-wuyu1234-1-eight-1","numerals-wuyu1234-1","Chan2019","eight",8,"po55","po55",NA,"false","8",NA,NA,"RE-GLOSSED","8","8","8"
"39903",9,"numerals-wuyu1234-1-nine-1","numerals-wuyu1234-1","Chan2019","nine",9,"tɕiæ3","tciae3",NA,"false","9",NA,NA,"RE-GLOSSED","9","9","9"
"39904",10,"numerals-wuyu1234-1-ten-1","numerals-wuyu1234-1","Chan2019","ten",10,"sɿ55","sr55",NA,"false","10",NA,NA,"RE-GLOSSED","10","10","10"
"39905",11,"numerals-wuyu1234-1-eleven-1","numerals-wuyu1234-1","Chan2019","eleven",11,"sɿ55i55","sr55i55",NA,"false","10[+]1",NA,NA,"RE-GLOSSED","10[+]1","10+1","10+1"
"39906",12,"numerals-wuyu1234-1-twelve-1","numerals-wuyu1234-1","Chan2019","twelve",12,"sɿ55ə55","sr55a55",NA,"false","10[+]2",NA,NA,"RE-GLOSSED","10[+]2","10+2","10+2"
"39907",13,"numerals-wuyu1234-1-thirteen-1","numerals-wuyu1234-1","Chan2019","thirteen",13,"sɿ55sã33","sr55sa33",NA,"false","10[+]3",NA,NA,"RE-GLOSSED","10[+]3","10+3","10+3"
"39908",14,"numerals-wuyu1234-1-fourteen-1","numerals-wuyu1234-1","Chan2019","fourteen",14,"sɿ55sɿ24","sr55sr24",NA,"false","10[+]4",NA,NA,"RE-GLOSSED","10[+]4","10+4","10+4"
"39909",15,"numerals-wuyu1234-1-fifteen-1","numerals-wuyu1234-1","Chan2019","fifteen",15,"sɿ55u3","sr55u3",NA,"false","10[+]5",NA,NA,"RE-GLOSSED","10[+]5","10+5","10+5"
"39910",16,"numerals-wuyu1234-1-sixteen-1","numerals-wuyu1234-1","Chan2019","sixteen",16,"sɿ55læ55","sr55lae55",NA,"false","10[+]6",NA,NA,"RE-GLOSSED","10[+]6","10+6","10+6"
"39911",17,"numerals-wuyu1234-1-seventeen-1","numerals-wuyu1234-1","Chan2019","seventeen",17,"sɿ55tsʰi55","sr55tshi55",NA,"false","10[+]7",NA,NA,"RE-GLOSSED","10[+]7","10+7","10+7"
"39912",18,"numerals-wuyu1234-1-eighteen-1","numerals-wuyu1234-1","Chan2019","eighteen",18,"sɿ55po55","sr55po55",NA,"false","10[+]8",NA,NA,"RE-GLOSSED","10[+]8","10+8","10+8"
"39913",19,"numerals-wuyu1234-1-nineteen-1","numerals-wuyu1234-1","Chan2019","nineteen",19,"sɿ55tɕiæ3","sr55tciae3",NA,"false","10[+]9",NA,NA,"RE-GLOSSED","10[+]9","10+9","10+9"
"39914",20,"numerals-wuyu1234-1-twenty-1","numerals-wuyu1234-1","Chan2019","twenty",20,"ə55sɿ55","a55sr55",NA,"false","2[⋅]10",NA,NA,"RE-GLOSSED","2[⋅]10","2⋅10","abs(2*10)"
"39915",21,"numerals-wuyu1234-1-twentyone-1","numerals-wuyu1234-1","Chan2019","twentyone",21,"ə55 sɿ55 i55","a55sr55i55",NA,"false","(2[⋅]10)[+]1",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]1","(2⋅10)+1","abs(abs(2*10))+1"
"39916",22,"numerals-wuyu1234-1-twentytwo-1","numerals-wuyu1234-1","Chan2019","twentytwo",22,"ə55 sɿ55 ə55","a55sr55a55",NA,"false","(2[⋅]10)[+]2",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]2","(2⋅10)+2","abs(abs(2*10))+2"
"39917",23,"numerals-wuyu1234-1-twentythree-1","numerals-wuyu1234-1","Chan2019","twentythree",23,"ə55 sɿ55 sã33","a55sr55sa33",NA,"false","(2[⋅]10)[+]3",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]3","(2⋅10)+3","abs(abs(2*10))+3"
"39918",24,"numerals-wuyu1234-1-twentyfour-1","numerals-wuyu1234-1","Chan2019","twentyfour",24,"ə55 sɿ55 sɿ24","a55sr55sr24",NA,"false","(2[⋅]10)[+]4",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]4","(2⋅10)+4","abs(abs(2*10))+4"
"39919",25,"numerals-wuyu1234-1-twentyfive-1","numerals-wuyu1234-1","Chan2019","twentyfive",25,"ə55 sɿ55 u3","a55sr55u3",NA,"false","(2[⋅]10)[+]5",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]5","(2⋅10)+5","abs(abs(2*10))+5"
"39920",26,"numerals-wuyu1234-1-twentysix-1","numerals-wuyu1234-1","Chan2019","twentysix",26,"ə55 sɿ55 læ55","a55sr55lae55",NA,"false","(2[⋅]10)[+]6",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]6","(2⋅10)+6","abs(abs(2*10))+6"
"39921",27,"numerals-wuyu1234-1-twentyseven-1","numerals-wuyu1234-1","Chan2019","twentyseven",27,"ə55 sɿ55 tsʰi55","a55sr55tshi55",NA,"false","(2[⋅]10)[+]7",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]7","(2⋅10)+7","abs(abs(2*10))+7"
"39922",28,"numerals-wuyu1234-1-twentyeight-1","numerals-wuyu1234-1","Chan2019","twentyeight",28,"ə55 sɿ55 po55","a55sr55po55",NA,"false","(2[⋅]10)[+]8",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]8","(2⋅10)+8","abs(abs(2*10))+8"
"39923",29,"numerals-wuyu1234-1-twentynine-1","numerals-wuyu1234-1","Chan2019","twentynine",29,"ə55 sɿ55 tɕiæ3","a55sr55tciae3",NA,"false","(2[⋅]10)[+]9",NA,NA,"RE-GLOSSED","(2[⋅]10)[+]9","(2⋅10)+9","abs(abs(2*10))+9"
"39924",30,"numerals-wuyu1234-1-thirty-1","numerals-wuyu1234-1","Chan2019","thirty",30,"sã33 sɿ55","sa33sr55",NA,"false","3[⋅]10",NA,NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)"
"39925",31,"numerals-wuyu1234-1-forty-1","numerals-wuyu1234-1","Chan2019","forty",40,"sɿ24 sɿ55","sr24sr55",NA,"false","4[⋅]10",NA,NA,"RE-GLOSSED","4[⋅]10","4⋅10","abs(4*10)"
"39926",32,"numerals-wuyu1234-1-fifty-1","numerals-wuyu1234-1","Chan2019","fifty",50,"u3 sɿ55","u3sr55",NA,"false","5[⋅]10",NA,NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)"
"39927",33,"numerals-wuyu1234-1-sixty-1","numerals-wuyu1234-1","Chan2019","sixty",60,"læ55 sɿ55","lae55sr55",NA,"false","6[⋅]10",NA,NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)"
"39928",34,"numerals-wuyu1234-1-seventy-1","numerals-wuyu1234-1","Chan2019","seventy",70,"tsʰi55 sɿ55","tshi55sr55",NA,"false","7[⋅]10",NA,NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)"
"39929",35,"numerals-wuyu1234-1-eighty-1","numerals-wuyu1234-1","Chan2019","eighty",80,"po55 sɿ55","po55sr55",NA,"false","8[⋅]10",NA,NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)"
"39930",36,"numerals-wuyu1234-1-ninety-1","numerals-wuyu1234-1","Chan2019","ninety",90,"tɕiæ3sɿ55","tciae3sr55",NA,"false","9[⋅]10",NA,NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)"
"39931",37,"numerals-wuyu1234-1-hundred-1","numerals-wuyu1234-1","Chan2019","hundred",100,"i55pæ55","i55pae55",NA,"false","1[⋅]100",NA,NA,"RE-GLOSSED","1[⋅]100","1⋅100","abs(1*100)"
"39932",38,"numerals-wuyu1234-1-twohundred-1","numerals-wuyu1234-1","Chan2019","twohundred",200,"liõ3pæ55","lio3pae55",NA,"false","2′[⋅]100",NA,NA,"RE-GLOSSED","2′[⋅]100","2⋅100","abs(2*100)"
"39933",39,"numerals-wuyu1234-1-thousand-1","numerals-wuyu1234-1","Chan2019","thousand",1000,"i55 tsʰĩ33","i55tshi33",NA,"false","1[⋅]1000",NA,NA,"RE-GLOSSED","1[⋅]1000","1⋅1000","abs(1*1000)"
"39934",40,"numerals-wuyu1234-1-twothousand-1","numerals-wuyu1234-1","Chan2019","twothousand",2000,"liõ3tsʰĩ33","lio3tshi33",NA,"false","2′[⋅]1000",NA,NA,"RE-GLOSSED","2′[⋅]1000","2⋅1000","abs(2*1000)"
"39935",1,"numerals-xiun1234-1-one-1","numerals-xiun1234-1","Chan2019","one",1,"i213","i213",NA,"false","1","",NA,"RE-GLOSSED","1","1","1"
"39936",2,"numerals-xiun1234-1-two-1","numerals-xiun1234-1","Chan2019","two",2,"n̩22","n22",NA,"false","2","",NA,"RE-GLOSSED","2","2","2"
