Language_ID	Language_Name	Family	Glottocode	Base	Base_subsystem	Annotator	Comment
numerals-song1299-1	Nsong, DR of the Congo	Atlantic-Congo	song1299	decimal		Enock Appiah Tieku	NA
numerals-song1299-2	Songo, DR of the Congo	Atlantic-Congo	song1299	? AND decimal		Enock Appiah Tieku	NA
numerals-song1303-1	Songye, DR of the Congo	Atlantic-Congo	song1303	? AND decimal		Enock Appiah Tieku	NA
numerals-sout2778-1	Southern Kissi, Sierra Leone	Atlantic-Congo	sout2778	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sout2784-1	Southern Ngbandi, DR of the Congo	Atlantic-Congo	sout2784	decimal		Enock Appiah Tieku	NA
numerals-sout2785-1	Southwest Gbaya, CAR, Cameroon	Atlantic-Congo	sout2785	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sout2785-2	Southwest Gbaya, CAR, Cameroon	Atlantic-Congo	sout2785	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sout2785-3	Southwest Gbaya, CAR, Cameroon	Atlantic-Congo	sout2785	quinary AND decimal		Enock Appiah Tieku	NA
numerals-sout2787-1	Ngbugu, CAR, DR of the Congo	Atlantic-Congo	sout2787	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-sout2787-2	Ngbugu, CAR, DR of the Congo	Atlantic-Congo	sout2787	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-sout2789-1	Southern Dagaare, Ghana	Atlantic-Congo	sout2789	vigesimal		Enock Appiah Tieku	NA
numerals-sout2790-1	Southern Birifor, Ghana	Atlantic-Congo	sout2790	vigesimal		Enock Appiah Tieku	NA
numerals-sout2795-1	Southern Nuni, Burkina Faso	Atlantic-Congo	sout2795	quinary AND decimal AND vigesimal		Enock Appiah Tieku	NA
numerals-sout2797-1	Southern Toussian, Burkina Faso	Atlantic-Congo	sout2797	quinary AND decimal AND vigesimal		Enock Appiah Tieku	NA
numerals-sout2807-1	Southern Sotho, Lesotho	Atlantic-Congo	sout2807	? AND decimal		Enock Appiah Tieku	NA
numerals-sout2808-1	Southern Ndebele, South Africa	Atlantic-Congo	sout2808	? AND decimal		Enock Appiah Tieku	NA
numerals-suba1238-1	Suba, Kenya, Tanzania	Atlantic-Congo	suba1238	decimal		Enock Appiah Tieku	NA
numerals-suba1252-1	Simbiti, Tanzania	Atlantic-Congo	suba1252	decimal		Enock Appiah Tieku	NA
numerals-subi1246-1	Subiya, Namibia, Botswana, Zambia	Atlantic-Congo	subi1246	quinary AND decimal		Enock Appiah Tieku	NA
numerals-subi1246-2	Subiya, Namibia, Botswana, Zambia	Atlantic-Congo	subi1246	quinary AND decimal		Enock Appiah Tieku	NA
numerals-suga1248-1	Suga (Nizaa), Cameroon	Atlantic-Congo	suga1248	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-suku1259-1	KiSuku, DR of the Congo	Atlantic-Congo	suku1259	decimal		Enock Appiah Tieku	NA
numerals-suku1259-2	Suku, DR of the Congo	Atlantic-Congo	suku1259	? AND decimal		Enock Appiah Tieku	NA
numerals-suku1261-1	Sukuma, Tanzania	Atlantic-Congo	suku1261	decimal		Enock Appiah Tieku	NA
numerals-supy1237-1	Supyire Senoufo, Mali	Atlantic-Congo	supy1237	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-swat1243-1	Swati, Swaziland, South Africa	Atlantic-Congo	swat1243	decimal		Enock Appiah Tieku	NA
numerals-taab1238-1	Taabwa, DR of the Congo, Zambia	Atlantic-Congo	taab1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-tafi1243-1	Tafi, Ghana	Atlantic-Congo	tafi1243	decimal		Enock Appiah Tieku	NA
numerals-tafi1243-2	Tafi, Ghana	Atlantic-Congo	tafi1243	decimal		Enock Appiah Tieku	NA
numerals-tagw1240-1	Tagwana Senoufo, Côte d'Ivoire	Atlantic-Congo	tagw1240	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tait1250-1	Daw'ida (Taita), Kenya	Atlantic-Congo	tait1250	decimal		Enock Appiah Tieku	NA
numerals-tali1258-1	Lubwisi, Uganda, DR of the Congo	Atlantic-Congo	tali1258	decimal		Enock Appiah Tieku	NA
numerals-tamp1252-1	Tampulma, Ghana	Atlantic-Congo	tamp1252	decimal		Enock Appiah Tieku	NA
numerals-taro1263-1	Tarok (Yergam), Nigeria	Atlantic-Congo	taro1263	? AND decimal		Enock Appiah Tieku	NA
numerals-teen1242-1	Téén, Côte d'Ivoire, Burkina Faso	Atlantic-Congo	teen1242	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-teen1242-2	Téén, Côte d'Ivoire, Burkina Faso	Atlantic-Congo	teen1242	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-teke1275-1	Teke-Tege, Gabon, Congo	Atlantic-Congo	teke1275	decimal		Enock Appiah Tieku	NA
numerals-teke1275-2	Tege (Teke Kali), Gabon, Congo	Atlantic-Congo	teke1275	decimal		Enock Appiah Tieku	NA
numerals-teke1276-1	Teke-Tyee, Congo	Atlantic-Congo	teke1276	decimal		Enock Appiah Tieku	NA
numerals-teke1278-1	Teke-Nzikou, Congo	Atlantic-Congo	teke1278	decimal		Enock Appiah Tieku	NA
numerals-teke1280-1	Teke-Kukuya, Congo	Atlantic-Congo	teke1280	decimal		Enock Appiah Tieku	NA
numerals-temb1270-1	(chi)Tembo, Eastern DR of the Congo	Atlantic-Congo	temb1270	decimal		Enock Appiah Tieku	NA
numerals-temi1247-1	GiTemi, Tanzania	Atlantic-Congo	temi1247	decimal		Enock Appiah Tieku	NA
numerals-temi1247-2	Sonjo (Temi), Tanzania	Atlantic-Congo	temi1247	decimal		Enock Appiah Tieku	NA
numerals-temm1241-1	Tem, Togo, Benin, Ghana	Atlantic-Congo	temm1241	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-temm1241-2	Tem, Togo, Benin, Ghana	Atlantic-Congo	temm1241	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tete1250-1	Tetela, DR of the Congo	Atlantic-Congo	tete1250	? AND decimal		Enock Appiah Tieku	NA
numerals-tete1250-2	Tetela, DR of the Congo	Atlantic-Congo	tete1250	? AND decimal		Enock Appiah Tieku	NA
numerals-thar1283-1	Tharaka, Kenya	Atlantic-Congo	thar1283	decimal		Enock Appiah Tieku	NA
numerals-tief1242-1	Tiéfo, Burkina Faso	Atlantic-Congo	tief1242	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tief1242-2	Tiéfo, Burkina Faso	Atlantic-Congo	tief1242	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tigo1236-1	Tigon Mbembe, Cameroon	Atlantic-Congo	tigo1236	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tika1246-1	Tikar, Cameroon	Atlantic-Congo	tika1246	decimal		Enock Appiah Tieku	NA
numerals-timn1235-1	Temne (Themne), Sierra Leone	Atlantic-Congo	timn1235	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-timn1235-2	Temne (Themne), Sierra Leone	Atlantic-Congo	timn1235	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-timn1235-3	Temne (Themne), Sierra Leone	Atlantic-Congo	timn1235	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tivv1240-1	Tiv, Nigeria, Cameroon	Atlantic-Congo	tivv1240	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tong1318-1	ChiTonga, Zambia, Zimbabwe	Atlantic-Congo	tong1318	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tong1321-1	CiTonga (KiTonga), Malawi	Atlantic-Congo	tong1321	quinary AND decimal		Enock Appiah Tieku	NA
numerals-tsik1238-1	Tsikimba, Niger state, Nigeria	Atlantic-Congo	tsik1238	vigesimal		Enock Appiah Tieku	NA
numerals-tsis1238-1	Tsishingini (Kambari), Nigeria	Atlantic-Congo	tsis1238	decimal		Enock Appiah Tieku	NA
numerals-tsog1243-1	Tsogo, Gabon	Atlantic-Congo	tsog1243	decimal		Enock Appiah Tieku	NA
numerals-tson1249-1	Tsonga, Mozambique	Atlantic-Congo	tson1249	decimal		Enock Appiah Tieku	NA
numerals-tson1249-2	Tsonga, Mozambique	Atlantic-Congo	tson1249	quinary AND decimal		Enock Appiah Tieku	NA
numerals-tson1249-3	Tsonga, Mozambique	Atlantic-Congo	tson1249	decimal		Enock Appiah Tieku	NA
numerals-tswa1253-1	Tswana (Setswana), Botswana	Atlantic-Congo	tswa1253	decimal		Enock Appiah Tieku	NA
numerals-tswa1255-1	Tswa, Mozambique, South Africa	Atlantic-Congo	tswa1255	quinary AND decimal		Enock Appiah Tieku	NA
numerals-tuki1240-1	Tuki, Cameroon	Atlantic-Congo	tuki1240	decimal		Enock Appiah Tieku	NA
numerals-tula1252-1	Tula (Kɨtule), Nigeria	Atlantic-Congo	tula1252	? AND decimal		Enock Appiah Tieku	NA
numerals-tumb1250-1	Tumbuka, Malawi, Zambia	Atlantic-Congo	tumb1250	quinary AND decimal		Enock Appiah Tieku	NA
numerals-tumu1242-1	Sisaala Tumulung, Ghana	Atlantic-Congo	tumu1242	vigesimal		Enock Appiah Tieku	NA
numerals-tune1261-1	Tunen, Cameroon	Atlantic-Congo	tune1261	decimal		Enock Appiah Tieku	NA
numerals-tuni1251-1	Tunya (Tunia), Chad	Atlantic-Congo	tuni1251	decimal		Enock Appiah Tieku	NA
numerals-tuot1238-1	Tuotomb, Cameroon	Atlantic-Congo	tuot1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tupu1244-1	Tupari, Chad, Cameroon	Atlantic-Congo	tupu1244	decimal		Enock Appiah Tieku	NA
numerals-turk1306-1	Turka, Burkina Faso	Atlantic-Congo	turk1306	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-tuwu1238-1	Tuwuri (Bowiri), Ghana	Atlantic-Congo	tuwu1238	decimal		Enock Appiah Tieku	NA
numerals-twen1242-1	Twendi (Cambap), Cameroon	Atlantic-Congo	twen1242	quinary AND decimal		Enock Appiah Tieku	NA
numerals-tyap1238-1	Tyap (Kataf), Nigeria	Atlantic-Congo	tyap1238	decimal		Enock Appiah Tieku	NA
numerals-udaa1238-1	Uda, Nigeria	Atlantic-Congo	udaa1238	mixed		Enock Appiah Tieku	NA
numerals-ukaa1243-1	Ukaan (Ikaan dialect), Nigeria	Atlantic-Congo	ukaa1243	vigesimal		Enock Appiah Tieku	NA
numerals-ukhw1241-1	Ukhwejo, CAR, Cameroon	Atlantic-Congo	ukhw1241	decimal		Enock Appiah Tieku	NA
numerals-ukwa1238-1	Ukwa, Nigeria	Atlantic-Congo	ukwa1238	mixed		Enock Appiah Tieku	NA
numerals-umbu1257-1	Umbundu, Angola	Atlantic-Congo	umbu1257	decimal		Enock Appiah Tieku	NA
numerals-urho1239-1	Urhobo, Nigeria	Atlantic-Congo	urho1239	vigesimal		Enock Appiah Tieku	NA
numerals-usag1244-1	Usakade, Nigeria	Atlantic-Congo	usag1244	quinary AND decimal		Enock Appiah Tieku	NA
numerals-vagl1239-1	Vagla, Ghana	Atlantic-Congo	vagl1239	vigesimal		Enock Appiah Tieku	NA
numerals-vend1245-1	(tshi)Venda, South Africa, Zimbabwe	Atlantic-Congo	vend1245	quinary AND decimal		Enock Appiah Tieku	NA
numerals-vidu1238-1	Vidunda, Tanzania	Atlantic-Congo	vidu1238	decimal		Enock Appiah Tieku	NA
numerals-vili1238-1	Vili (Civili), Congo, Gabon	Atlantic-Congo	vili1238	? AND decimal		Enock Appiah Tieku	NA
numerals-vunj1238-1	Vunjo, Tanzania	Atlantic-Congo	vunj1238	decimal		Enock Appiah Tieku	NA
numerals-vute1244-1	Vute, Cameroon	Atlantic-Congo	vute1244	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-vute1244-2	Vute, Cameroon	Atlantic-Congo	vute1244	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-vwan1235-1	Wanji (Vwanji), Tanzania	Atlantic-Congo	vwan1235	? AND decimal		Enock Appiah Tieku	NA
numerals-waam1244-1	Waama, Benin	Atlantic-Congo	waam1244	decimal		Enock Appiah Tieku	NA
numerals-waci1239-1	Waci-Gbe (Gen-Gbe), Togo, Benin	Atlantic-Congo	waci1239	decimal		Enock Appiah Tieku	NA
numerals-waja1259-1	Waja (nyan wɩyáʋ̀), Nigeria	Atlantic-Congo	waja1259	decimal		Enock Appiah Tieku	NA
numerals-wame1240-1	Wamey (Konyagi), Senegal	Atlantic-Congo	wame1240	quinary AND decimal		Enock Appiah Tieku	NA
numerals-wapa1235-1	Wapan Jukun, Nigeria	Atlantic-Congo	wapa1235	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-wara1292-1	Wara, Burkina Faso	Atlantic-Congo	wara1292	? AND vigesimal		Enock Appiah Tieku	NA
numerals-wawa1246-1	Wawa, Cameroon	Atlantic-Congo	wawa1246	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-wawa1246-2	Wawa, Cameroon	Atlantic-Congo	wawa1246	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-wehh1238-1	Weh, Cameroon	Atlantic-Congo	wehh1238	decimal		Enock Appiah Tieku	NA
numerals-west2450-1	West-Central Limba, Sierra Leone	Atlantic-Congo	west2450	quinary AND decimal		Enock Appiah Tieku	NA
numerals-west2454-1	Western Niger Fulfulde, Niger	Atlantic-Congo	west2454	quinary AND decimal		Enock Appiah Tieku	NA
numerals-west2456-1	Western Xwla-Gbe, Benin, Togo	Atlantic-Congo	west2456	quinary AND quadrasegimal		Enock Appiah Tieku	NA
numerals-west2458-1	Banda-Tangbago, Sudan	Atlantic-Congo	west2458	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-west2465-1	Western Sisaala, Ghana	Atlantic-Congo	west2465	vigesimal		Enock Appiah Tieku	NA
numerals-west2466-1	Western Karaboro, Burkina Faso	Atlantic-Congo	west2466	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-wong1247-1	Wongo, DR of the Congo	Atlantic-Congo	wong1247	decimal		Enock Appiah Tieku	NA
numerals-wumb1242-1	Wumbvu (Wumvu), Gabon	Atlantic-Congo	wumb1242	? AND decimal		Enock Appiah Tieku	NA
numerals-wumb1242-2	Wumbvu (Wumvu), Gabon	Atlantic-Congo	wumb1242	quinary AND decimal		Enock Appiah Tieku	NA
numerals-wush1238-1	Wushi, Cameroon	Atlantic-Congo	wush1238	? AND decimal		Enock Appiah Tieku	NA
numerals-xhos1239-1	Xhosa, South Africa, Lesotho	Atlantic-Congo	xhos1239	decimal		Enock Appiah Tieku	NA
numerals-xwel1235-1	Xwla-Gbe, Benin	Atlantic-Congo	xwel1235	quinary AND quadrasegimal		Enock Appiah Tieku	NA
numerals-yaka1272-1	Yaka, CAR	Atlantic-Congo	yaka1272	quinary AND decimal		Enock Appiah Tieku	NA
numerals-yako1252-1	Yakoma, CAR, DR of the Congo	Atlantic-Congo	yako1252	decimal		Enock Appiah Tieku	NA
numerals-yala1263-1	Yala, Cross River State, Nigeria	Atlantic-Congo	yala1263	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-yamb1251-1	Yamba, Cameroon	Atlantic-Congo	yamb1251	decimal		Enock Appiah Tieku	NA
numerals-yamb1252-1	Yambeta, Cameroon	Atlantic-Congo	yamb1252	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-yang1293-1	Yangben (Nuasue), Cameroon	Atlantic-Congo	yang1293	mixed		Enock Appiah Tieku	NA
numerals-yans1239-1	Yansi (Ngong), DR of the Congo	Atlantic-Congo	yans1239	decimal		Enock Appiah Tieku	NA
numerals-yaoo1241-1	Yao, Mozambique, Malawi, Tanzania	Atlantic-Congo	yaoo1241	quinary AND decimal		Enock Appiah Tieku	NA
numerals-yaoo1241-2	Yao, Mozambique, Malawi, Tanzania	Atlantic-Congo	yaoo1241	quinary AND decimal		Enock Appiah Tieku	NA
numerals-yekh1238-1	Etsako (Yekhee), Nigeria	Atlantic-Congo	yekh1238	vigesimal		Enock Appiah Tieku	NA
numerals-yemb1246-1	Yemba (Dschang), Cameroon	Atlantic-Congo	yemb1246	decimal		Enock Appiah Tieku	NA
numerals-yend1241-1	Yendang (Nyandang), Nigeria	Atlantic-Congo	yend1241	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-yeyi1239-1	Yeyi (Shiyeyi), Botswana, Namibia	Atlantic-Congo	yeyi1239	decimal		Enock Appiah Tieku	NA
numerals-yomb1244-1	Yombe (Kiyoombi), DR of the Congo	Atlantic-Congo	yomb1244	decimal		Enock Appiah Tieku	NA
numerals-yomm1242-1	Yom ( Pila), Benin	Atlantic-Congo	yomm1242	? AND vigesimal		Enock Appiah Tieku	NA
numerals-yoru1245-1	Yoruba, Nigeria, Benin	Atlantic-Congo	yoru1245	mixed		Enock Appiah Tieku	NA
numerals-yuku1243-1	Yukuben, Nigeria, Cameroon	Atlantic-Congo	yuku1243	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-zana1238-1	Zanaki, Tanzania	Atlantic-Congo	zana1238	? AND decimal		Enock Appiah Tieku	NA
numerals-zand1248-1	Zande, CAR, DR of the Congo	Atlantic-Congo	zand1248	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-zang1249-1	Zan Gula, Chad	Atlantic-Congo	zang1249	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-zigu1244-1	Zigula (Zigua), Tanzania	Atlantic-Congo	zigu1244	decimal		Enock Appiah Tieku	NA
numerals-zigu1244-2	Zigula (Zigua), Tanzania	Atlantic-Congo	zigu1244	decimal		Enock Appiah Tieku	NA
numerals-zimb1251-1	Zimba, DR of the Congo	Atlantic-Congo	zimb1251	decimal		Enock Appiah Tieku	NA
numerals-zinz1238-1	Zinza, Tanzania	Atlantic-Congo	zinz1238	decimal		Enock Appiah Tieku	NA
numerals-zulu1248-1	Zulu, South Africa, Lesotho	Atlantic-Congo	zulu1248	decimal		Enock Appiah Tieku	NA
	Abadi	Oceanic	abad1241	decimal	decimal modified	Russell Barlow	multiplication/addition for 6 ([2] ⋅ 3), 8 ([2] ⋅ 4), 9 ([2] ⋅ 4 + 1); 11 to 19 = 10 + n
	Abaga	Kainantu-Goroka	abag1245	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 = one hand?
	Abai Sungai	Western Malayo-Polynesian	abai1240	decimal	decimal proper	Russell Barlow	1 through 10 < PAN (although 7 from ‘point’?); numerals above 10 unknown
	Abai Tubu-Abai Sembuak	Western Malayo-Polynesian	abai1241	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Abau	Sepik	abau1245	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; or dialectal differences for 4; 5 = 2 + 2 + 1; or 5 contains hand
	Abenlen Ayta	Western Malayo-Polynesian	aben1249	decimal	decimal proper	Russell Barlow	11 to 19 = x + n
	Abinomn	Abinomn	abin1243	binary	binary proper	Russell Barlow	3 = x + y, 4 = x + x, 5 = x + x + 1; or 5 = 6 (= ‘many’)?; possibly alternative binary+4
	Abom	Anim	abom1238	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1
	Abu' Arapesh	Nuclear Torricelli	abua1245	quinary	quinary	Russell Barlow	4 < ‘dog’; may also use doubling for 4 (2 + 2) and 6 (3 + 3); 6 to 9 = 5 + n
	Abui	Timor-Alor-Pantar	abui1241	quinary	quinary	Russell Barlow	simplex 6; 7 to 9 = x + n
	Abun	Abun	abun1252	decimal	decimal proper	Russell Barlow	4, 7 from Austronesian?; onset run from 5 to 9 ?; 11 to 19 = 10 + n
	Abu	Ramu	abuu1241	quinary	quinary	Russell Barlow	subtraction for 4 ?; 5 contains arm; 10 = 5 ⋅ 2 (system looks possibly confused, e.g., 'eight' was perhaps misunderstood as 'head')
	Acehnese	Western Malayo-Polynesian	achi1257	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Adang	Timor-Alor-Pantar	adan1251	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 7 maybe < Austronesian 7 and [10 minus] 3; 11 to 19 = 10 + n
	Adasen	Western Malayo-Polynesian	adas1235	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Adonara	Central Malayo-Polynesian	adon1237	decimal	decimal proper	Russell Barlow	8 historically from 4 ⋅ 2 ?; 11 to 19 = 10 + n
	Adzera	Oceanic	adze1240	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 = 2 + 1 + 1; or 5 = one hand (One informant said that counting on hands had been introduced)
	Aeka	Greater Binanderean	aeka1244	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; or 4 = 5 minus 1 in one dialect; 5 = hand one; quinary starting at 5
	Aekyom	Kamula-Elevala	aeky1238	binary	binary proper	Russell Barlow	3 = 2 + 1; body tally after 3; 5 = thumb
	Agarabi	Kainantu-Goroka	agar1252	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand
	Aghu	Asmat-Awyu-Ok	aghu1255	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; or, alternative simplex 3 ?
	Agi	Nuclear Torricelli	agii1245	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains arm?
	Agob-Ende-Kawam	Pahoturi	agob1244	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + x; also body tally (5 = thumb) and possibly borrowed senary system
	Agta-Pahanan	Western Malayo-Polynesian	agta1234	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10
	Agusan Manobo	Western Malayo-Polynesian	agus1235	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Agutaynen	Western Malayo-Polynesian	agut1237	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Ahin-Kayapa Kalanguya	Western Malayo-Polynesian	ahin1234	decimal	decimal proper	Russell Barlow	11 to 19 = x + n
	Aighon	Oceanic	aigh1235	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Aiklep	Oceanic	aikl1237	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Aimele	Bosavi	aime1238	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Ainbai	Border	ainb1238	unknown	unknown	Russell Barlow	no data
	Aiome	Ramu	aiom1240	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand; quinary starting at 5
	Airoran	Greater Kwerba	airo1242	unknown	unknown	Russell Barlow	no data past 5; quinary? (6 = 1, 7 = 2)
	Ajië	Oceanic	ajie1238	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Akei	Oceanic	akei1237	quinary	quinary	Russell Barlow	6 = x + 1, 7 to 9 = y + n
	Ak	Sepik	akkk1240	quinary	quinary	Russell Barlow	7 = 5 + x; 10 = 5 ⋅ 2; simplex 6, 8 ? (unknown 9)
	Aklanon	Western Malayo-Polynesian	akla1240	decimal	decimal proper	Russell Barlow	10, 100, 1000 distinct
	Akolet	Oceanic	akol1237	quinary	quinary	Russell Barlow	6 to 9 = n + x
	Akoye	Angan	akoy1238	binary	binary proper	Russell Barlow	3 = 2 + x; 4 = 2 + 2; 5 contains hand?
	Chini	Ramu	akru1241	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; or 4 = without thumb ?; 5 contains arm
	Alabat Island Agta	Western Malayo-Polynesian	alab1246	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10; 50 = 5 ⋅ 10
	Alamblak	Sepik	alam1246	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand; also body tally (5 = thumb)
	Alangan	Western Malayo-Polynesian	alan1249	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Inland-Buhi-Daraga Bikol	Western Malayo-Polynesian	alba1269	decimal	decimal proper	Russell Barlow	10, 100, 1000 distinct
	Alekano	Kainantu-Goroka	alek1238	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; 5 = 2 + 2 + x; or 5 contains fingers
	Alorese	Central Malayo-Polynesian	alor1247	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Alune	Central Malayo-Polynesian	alun1238	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Amahai	Central Malayo-Polynesian	amah1245	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Amaimon	Madang	amai1246	unknown	unknown	Russell Barlow	no data past 2
	Amal	Sepik	amal1242	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1
	Amam	Goilalan	amam1246	binary	binary proper	Russell Barlow	3 = 2 + 1; 4 unknown (thus, possibly, binary+4); 5 = fist
	Amanab	Border	aman1265	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; said to be rarely used; also body tally
	Ama (Papua New Guinea)	Left May	amap1240	binary	binary+3	Russell Barlow	4 = 2 + 2; body tally after 4 (5 = thumb)
	Amara	Oceanic	amar1272	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Amarasi	Central Malayo-Polynesian	amar1273	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Ambai	South Halmahera-West New Guinea	amba1265	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; or (quinary) addition: 8 = x + 3, 9 = x + 4; 11 to 19 = 10 + n
	Amba (Solomon Islands)	Oceanic	amba1266	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Ambala Ayta	Western Malayo-Polynesian	amba1267	decimal	decimal proper	Russell Barlow	11 to 19 = x + n
	Ambakich	Keram	amba1269	quinary	quinary	Russell Barlow	5 = hand one; 6 to 9 = 5 + n; 10 = 5 ⋅ 2
	Ambelau	Central Malayo-Polynesian	ambe1248	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Amblong	Oceanic	ambl1237	quinary	quinary	Russell Barlow	6 = 5 + x, 7 to 9 = x + n
	Ambonese Malay	Western Malayo-Polynesian	ambo1250	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 = 10 + 1; 12 = 10 + 2
	Ambrak	Nuclear Torricelli	ambr1239	unknown	unknown	Russell Barlow	no data
	Ambulas	Ndu	ambu1247	binary	binary+3	Russell Barlow	4 = 2 + 2; or some ternary elements (4 = 3 + 1, 5 = 3 + 2); or 5 contains hand
	Amele	Madang	amel1241	quinary	quinary	Russell Barlow	subtraction for 4 ?; 5 = one hand; 6 to 9 = 5 + n
	Amganad Ifugao	Western Malayo-Polynesian	amga1235	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Amis	Formosan	amis1246	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n or 11 to 19 = n + x
	Mol	Nuclear Torricelli	amol1235	quinary	quinary	Russell Barlow	binary element? (4 appears to be x + x); 6 to 9 = 5 + n
	Ampanang	Western Malayo-Polynesian	ampa1239	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 10 is underived; numerals above 10 unknown
